model,question_id,tier,run,score,error_type,error_msg,llm_sql,reference_sql,tokens_in,tokens_out,cost_usd,latency_ms
gpt-5.6-sol,t6_07,6,1,3,,,"SELECT countResample(0, 24, 6)(toHour(timestamp)) AS counts
FROM events;","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",405,112,0.005385,4017.5
gpt-5.6-sol,t6_07,6,2,3,,,"SELECT countResample(0, 24, 6)(toHour(timestamp)) AS counts
FROM events;","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",405,147,0.006435,11075.4
gpt-5.6-sol,t6_07,6,3,3,,,"SELECT countResample(0, 24, 6)(toHour(timestamp)) AS event_counts
FROM events;","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",405,127,0.005835,6903.7
gpt-5.6-sol,t6_08,6,1,0,Syntax Error,"Code: 62. DB::Exception: Syntax error: failed at position 46 (ORDER) (line 1, col 46): ORDER BY day)) AS cumulative_purchase_counts
FROM
(
    SELECT
        toDate(timestamp) AS day,
        count() ","SELECT arrayCumSum(groupArray(purchase_count ORDER BY day)) AS cumulative_purchase_counts
FROM
(
    SELECT
        toDate(timestamp) AS day,
        count() AS purchase_count
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
      AND timestamp < toDateTime64('2024-02-01 00:00:00', 3, 'UTC')
    GROUP BY day
);","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",389,117,0.005455,3743.1
gpt-5.6-sol,t6_08,6,2,0,Syntax Error,"Code: 62. DB::Exception: Syntax error: failed at position 46 (ORDER) (line 1, col 46): ORDER BY day)) AS cumulative_purchase_counts
FROM
(
    SELECT
        toDate(timestamp) AS day,
        count() ","SELECT arrayCumSum(groupArray(purchase_count ORDER BY day)) AS cumulative_purchase_counts
FROM
(
    SELECT
        toDate(timestamp) AS day,
        count() AS purchase_count
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
      AND timestamp < toDateTime64('2024-02-01 00:00:00', 3, 'UTC')
    GROUP BY day
);","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",389,117,0.005455,3150.0
gpt-5.6-sol,t6_08,6,3,0,Syntax Error,"Code: 62. DB::Exception: Syntax error: failed at position 46 (ORDER) (line 1, col 46): ORDER BY day)) AS cumulative_purchase_counts
FROM
(
    SELECT
        toDate(timestamp) AS day,
        count() ","SELECT arrayCumSum(groupArray(purchase_count ORDER BY day)) AS cumulative_purchase_counts
FROM
(
    SELECT
        toDate(timestamp) AS day,
        count() AS purchase_count
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
      AND timestamp < toDateTime64('2024-02-01 00:00:00', 3, 'UTC')
    GROUP BY day
);","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",389,117,0.005455,2975.6
gpt-5.6-sol,t6_09,6,1,3,,,"SELECT
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
GROUP BY country
HAVING countIf(event_type = 'purchase') > 0
ORDER BY country ASC;","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",387,52,0.003495,2015.6
gpt-5.6-sol,t6_09,6,2,3,,,"SELECT
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
GROUP BY country
HAVING countIf(event_type = 'purchase') > 0
ORDER BY country ASC;","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",387,52,0.003495,2416.1
gpt-5.6-sol,t6_09,6,3,3,,,"SELECT
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
GROUP BY country
HAVING countIf(event_type = 'purchase') > 0
ORDER BY country ASC;","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",387,52,0.003495,1621.1
gpt-5.6-sol,t6_10,6,1,3,,,"SELECT uniqExact(property_key)
FROM events
ARRAY JOIN mapKeys(properties) AS property_key
WHERE event_type = 'purchase'
  AND timestamp >= toDateTime64('2024-03-01 00:00:00', 3, 'UTC')
  AND timestamp <  toDateTime64('2024-03-02 00:00:00', 3, 'UTC');",SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',388,87,0.00455,2200.1
gpt-5.6-sol,t6_10,6,2,3,,,"SELECT uniqExact(property_key)
FROM events
ARRAY JOIN mapKeys(properties) AS property_key
WHERE event_type = 'purchase'
  AND timestamp >= toDateTime64('2024-03-01 00:00:00', 3, 'UTC')
  AND timestamp < toDateTime64('2024-03-02 00:00:00', 3, 'UTC');",SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',388,86,0.00452,2575.0
gpt-5.6-sol,t6_10,6,3,3,,,"SELECT uniqExact(property_key)
FROM events
ARRAY JOIN mapKeys(properties) AS property_key
WHERE event_type = 'purchase'
  AND timestamp >= toDateTime64('2024-03-01 00:00:00', 3, 'UTC')
  AND timestamp < toDateTime64('2024-03-02 00:00:00', 3, 'UTC');",SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',388,86,0.00452,2079.1
gpt-5.6-terra-pro,t6_01,6,1,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","WITH per_user AS
(
    SELECT
        user_id,
        windowFunnel(86400)(
            timestamp,
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS level
    FROM events
    WHERE event_type IN ('pageview', 'click', 'purchase')
    GROUP BY user_id
)
SELECT
    countIf(level >= 1) AS users_l1,
    countIf(level >= 2) AS users_l2,
    countIf(level >= 3) AS users_l3
FROM per_user;","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",4088,1124,0.010832,9081.6
gpt-5.6-terra-pro,t6_01,6,2,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(level >= 1) AS users_l1,
    countIf(level >= 2) AS users_l2,
    countIf(level >= 3) AS users_l3
FROM
(
    SELECT
        user_id,
        windowFunnel(24 * 60 * 60)(
            timestamp,
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS level
    FROM events
    GROUP BY user_id
)","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",3819,779,0.008493,5071.7
gpt-5.6-terra-pro,t6_01,6,3,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(level >= 1) AS users_l1,
    countIf(level >= 2) AS users_l2,
    countIf(level >= 3) AS users_l3
FROM
(
    SELECT
        user_id,
        windowFunnel(86400)(
            timestamp,
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS level
    FROM events
    GROUP BY user_id
)","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",3884,824,0.008828,5696.1
gpt-5.6-terra-pro,t6_02,6,1,3,,,"SELECT
    sum(r[1]) AS r1,
    sum(r[2]) AS r2,
    sum(r[3]) AS r3
FROM
(
    SELECT retention(
        toDate(timestamp) = '2024-01-01',
        toDate(timestamp) = '2024-01-02',
        toDate(timestamp) = '2024-01-03'
    ) AS r
    FROM events
    GROUP BY user_id
)","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",3642,1015,0.009732,11753.5
gpt-5.6-terra-pro,t6_02,6,2,3,,,"SELECT
    sum(r[1]) AS r1,
    sum(r[2]) AS r2,
    sum(r[3]) AS r3
FROM
(
    SELECT retention(
        toDate(timestamp) = '2024-01-01',
        toDate(timestamp) = '2024-01-02',
        toDate(timestamp) = '2024-01-03'
    ) AS r
    FROM events
    GROUP BY user_id
)","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",4119,1037,0.010341,6431.6
gpt-5.6-terra-pro,t6_02,6,3,3,,,"SELECT
    sum(r[1]) AS r1,
    sum(r[2]) AS r2,
    sum(r[3]) AS r3
FROM
(
    SELECT retention(
        toDate(timestamp) = toDate('2024-01-01'),
        toDate(timestamp) = toDate('2024-01-02'),
        toDate(timestamp) = toDate('2024-01-03')
    ) AS r
    FROM events
    GROUP BY user_id
)","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",4062,1102,0.010674,7830.0
gpt-5.6-terra-pro,t6_03,6,1,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function sequenc","SELECT count()
FROM
(
    SELECT user_id
    FROM events
    GROUP BY user_id
    HAVING sequenceMatch('(?1)(?t<=60)(?2)')(
        timestamp,
        event_type = 'signup',
        event_type = 'purchase'
    )
)","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",3640,770,0.00826,9899.9
gpt-5.6-terra-pro,t6_03,6,2,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function sequenc","SELECT count()
FROM
(
    SELECT user_id
    FROM events
    GROUP BY user_id
    HAVING sequenceMatch('(?1)(?t<=60)(?2)')(
        timestamp,
        event_type = 'signup',
        event_type = 'purchase'
    )
)","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",3899,993,0.009857,10310.4
gpt-5.6-terra-pro,t6_03,6,3,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function sequenc","SELECT count()
FROM
(
    SELECT user_id
    FROM events
    GROUP BY user_id
    HAVING sequenceMatch('(?1)(?t<=60)(?2)')(timestamp, event_type = 'signup', event_type = 'purchase')
)","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",4008,1123,0.010746,9711.9
gpt-5.6-terra-pro,t6_04,6,1,3,,,"SELECT
    u.user_id,
    e.timestamp AS first_event_time
FROM
(
    SELECT user_id, created_at
    FROM users
    WHERE user_id BETWEEN 1 AND 20
    ORDER BY user_id, created_at
) AS u
ASOF LEFT JOIN
(
    SELECT user_id, timestamp
    FROM events
    WHERE user_id BETWEEN 1 AND 20
    ORDER BY user_id, timestamp
) AS e
ON u.user_id = e.user_id
AND u.created_at <= e.timestamp
ORDER BY u.user_id ASC;","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",4566,2164,0.01755,21889.1
gpt-5.6-terra-pro,t6_04,6,2,3,,,"SELECT
    u.user_id,
    e.timestamp AS first_event_time
FROM
(
    SELECT user_id, created_at
    FROM users
    WHERE user_id BETWEEN 1 AND 20
) AS u
ASOF LEFT JOIN
(
    SELECT user_id, timestamp
    FROM events
    WHERE user_id BETWEEN 1 AND 20
    ORDER BY user_id, timestamp
) AS e
ON u.user_id = e.user_id
   AND u.created_at <= e.timestamp
ORDER BY u.user_id ASC","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",5177,2566,0.020573,20962.6
gpt-5.6-terra-pro,t6_04,6,3,3,,,"SELECT
    u.user_id,
    e.timestamp AS first_event_time
FROM
(
    SELECT user_id, created_at
    FROM users
    WHERE user_id BETWEEN 1 AND 20
    ORDER BY user_id, created_at
) AS u
ASOF LEFT JOIN
(
    SELECT user_id, timestamp
    FROM events
    WHERE user_id BETWEEN 1 AND 20
    ORDER BY user_id, timestamp
) AS e
ON u.user_id = e.user_id
AND u.created_at <= e.timestamp
ORDER BY u.user_id ASC","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",5447,2770,0.022067,22882.0
gpt-5.6-terra-pro,t6_05,6,1,3,,,"SELECT
    event_type,
    event_id,
    timestamp
FROM events
ORDER BY
    event_type ASC,
    timestamp DESC
LIMIT 2 BY event_type;","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",3160,171,0.004186,2394.8
gpt-5.6-terra-pro,t6_05,6,2,3,,,"SELECT
    event_type,
    event_id,
    timestamp
FROM events
ORDER BY
    event_type ASC,
    timestamp DESC
LIMIT 2 BY event_type;","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",3160,174,0.004204,2874.2
gpt-5.6-terra-pro,t6_05,6,3,3,,,"SELECT
    event_type,
    event_id,
    timestamp
FROM events
ORDER BY
    event_type ASC,
    timestamp DESC
LIMIT 2 BY event_type;","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",3160,183,0.004258,2494.8
gpt-5.6-terra-pro,t6_06,6,1,3,,,"SELECT
    toDate(timestamp) AS day,
    sum(revenue_cents) AS revenue
FROM events
WHERE event_type = 'purchase'
  AND revenue_cents > 9950
  AND timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
  AND timestamp < toDateTime64('2024-02-01 00:00:00', 3, 'UTC')
GROUP BY day
ORDER BY day ASC
WITH FILL
    FROM toDate('2024-01-01')
    TO toDate('2024-02-01')
    STEP INTERVAL 1 DAY
INTERPOLATE (revenue)","SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",4883,2172,0.017915,14936.8
gpt-5.6-terra-pro,t6_06,6,2,3,,,"SELECT
    toDate(timestamp) AS day,
    sum(revenue_cents) AS revenue
FROM events
WHERE event_type = 'purchase'
  AND revenue_cents > 9950
  AND timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
  AND timestamp < toDateTime64('2024-02-01 00:00:00', 3, 'UTC')
GROUP BY day
ORDER BY day WITH FILL
    FROM toDate('2024-01-01')
    TO toDate('2024-02-01')
    STEP 1
INTERPOLATE (revenue)","SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",4670,1750,0.01517,14590.8
gpt-5.6-terra-pro,t6_06,6,3,3,,,"SELECT
    toDate(timestamp) AS day,
    sum(revenue_cents) AS revenue
FROM events
WHERE event_type = 'purchase'
  AND revenue_cents > 9950
  AND timestamp >= toDateTime('2024-01-01 00:00:00', 'UTC')
  AND timestamp < toDateTime('2024-02-01 00:00:00', 'UTC')
GROUP BY day
ORDER BY day WITH FILL
    FROM toDate('2024-01-01')
    TO toDate('2024-02-01')
    STEP 1
INTERPOLATE (revenue)","SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",4855,1920,0.016375,12350.6
gpt-5.6-terra-pro,t6_07,6,1,3,,,"SELECT countResample(0, 24, 6)(toHour(timestamp)) AS event_counts
FROM events;","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",3559,537,0.006781,5502.4
gpt-5.6-terra-pro,t6_07,6,2,3,,,"SELECT countResample(0, 24, 6)(toHour(timestamp)) AS event_counts
FROM events","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",3540,604,0.007164,8350.8
gpt-5.6-terra-pro,t6_07,6,3,3,,,"SELECT countResample(0, 24, 6)(toHour(timestamp)) AS event_counts
FROM events","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",3597,610,0.007257,6912.3
gpt-5.6-terra-pro,t6_08,6,1,3,,,"SELECT arrayCumSum(arrayMap(x -> x.2, arraySort(groupArray((day, purchase_count))))) AS cumulative_purchase_counts
FROM
(
    SELECT
        toDate(timestamp) AS day,
        count() AS purchase_count
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
      AND timestamp < toDateTime64('2024-02-01 00:00:00', 3, 'UTC')
    GROUP BY day
)","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",4799,2251,0.018305,27009.8
gpt-5.6-terra-pro,t6_08,6,2,0,Syntax Error,"Code: 62. DB::Exception: Syntax error: failed at position 46 (ORDER) (line 1, col 46): ORDER BY day)) AS cumulative_daily_purchase_counts
FROM
(
    SELECT
        toDate(timestamp) AS day,
        co","SELECT arrayCumSum(groupArray(purchase_count ORDER BY day)) AS cumulative_daily_purchase_counts
FROM
(
    SELECT
        toDate(timestamp) AS day,
        count() AS purchase_count
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
      AND timestamp < toDateTime64('2024-02-01 00:00:00', 3, 'UTC')
    GROUP BY day
)","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",4416,1678,0.014484,14514.9
gpt-5.6-terra-pro,t6_08,6,3,0,Syntax Error,"Code: 62. DB::Exception: Syntax error: failed at position 46 (ORDER) (line 1, col 46): ORDER BY day)) AS cumulative_daily_purchase_counts
FROM
(
    SELECT
        toDate(timestamp) AS day,
        co","SELECT arrayCumSum(groupArray(purchase_count ORDER BY day)) AS cumulative_daily_purchase_counts
FROM
(
    SELECT
        toDate(timestamp) AS day,
        count() AS purchase_count
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
      AND timestamp < toDateTime64('2024-02-01 00:00:00', 3, 'UTC')
    GROUP BY day
)","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",4049,1345,0.012119,11615.7
gpt-5.6-terra-pro,t6_09,6,1,3,,,"SELECT
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
GROUP BY country
HAVING countIf(event_type = 'purchase') > 0
ORDER BY country ASC;","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",3167,205,0.004397,2815.2
gpt-5.6-terra-pro,t6_09,6,2,3,,,"SELECT
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
GROUP BY country
HAVING countIf(event_type = 'purchase') > 0
ORDER BY country ASC;","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",3195,273,0.004833,3719.2
gpt-5.6-terra-pro,t6_09,6,3,3,,,"SELECT
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
GROUP BY country
HAVING countIf(event_type = 'purchase') > 0
ORDER BY country ASC;","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",3181,275,0.004831,3626.4
gpt-5.6-terra-pro,t6_10,6,1,3,,,"SELECT countDistinct(property_key)
FROM
(
    SELECT arrayJoin(mapKeys(properties)) AS property_key
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= toDateTime64('2024-03-01 00:00:00', 3, 'UTC')
      AND timestamp < toDateTime64('2024-03-02 00:00:00', 3, 'UTC')
)",SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',3325,371,0.005551,4499.8
gpt-5.6-terra-pro,t6_10,6,2,3,,,"SELECT countDistinct(property_key)
FROM events
ARRAY JOIN mapKeys(properties) AS property_key
WHERE event_type = 'purchase'
  AND timestamp >= toDateTime64('2024-03-01 00:00:00', 3, 'UTC')
  AND timestamp < toDateTime64('2024-03-02 00:00:00', 3, 'UTC');",SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',3317,366,0.005513,3557.5
gpt-5.6-terra-pro,t6_10,6,3,3,,,"SELECT countDistinct(property_key)
FROM
(
    SELECT arrayJoin(mapKeys(properties)) AS property_key
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= toDateTime64('2024-03-01 00:00:00', 3, 'UTC')
      AND timestamp < toDateTime64('2024-03-02 00:00:00', 3, 'UTC')
)",SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',3325,415,0.005815,3857.7
gpt-5.6-terra,t6_01,6,1,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(level >= 1) AS users_l1,
    countIf(level >= 2) AS users_l2,
    countIf(level >= 3) AS users_l3
FROM
(
    SELECT
        user_id,
        windowFunnel(86400)(
            timestamp,
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS level
    FROM events
    GROUP BY user_id
)","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",420,203,0.001638,3948.9
gpt-5.6-terra,t6_01,6,2,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(level >= 1) AS users_l1,
    countIf(level >= 2) AS users_l2,
    countIf(level >= 3) AS users_l3
FROM
(
    SELECT
        user_id,
        windowFunnel(86400)(
            timestamp,
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS level
    FROM events
    GROUP BY user_id
)","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",420,194,0.001584,3350.0
gpt-5.6-terra,t6_01,6,3,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(level >= 1) AS users_l1,
    countIf(level >= 2) AS users_l2,
    countIf(level >= 3) AS users_l3
FROM
(
    SELECT
        user_id,
        windowFunnel(86400)(
            timestamp,
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS level
    FROM events
    GROUP BY user_id
)","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",420,197,0.001602,3982.2
gpt-5.6-terra,t6_02,6,1,3,,,"SELECT
    sum(r[1]) AS r1,
    sum(r[2]) AS r2,
    sum(r[3]) AS r3
FROM
(
    SELECT
        retention(
            toDate(timestamp) = '2024-01-01',
            toDate(timestamp) = '2024-01-02',
            toDate(timestamp) = '2024-01-03'
        ) AS r
    FROM events
    GROUP BY user_id
)","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",414,426,0.00297,9836.0
